,가수,노래 제목,노래 가사
228,다누(Da Nu),좋은 사람,그냥 다른 사람이 있다고 말하지 따듯한 말들로 왜 나를 흔드니 마지막까지 너는 날 아프게 하니 그냥 나란 사람이 싫다고 말하지 기다렸던 말을 왜 이제야 하니 마지막까지 너는 날 아프게 하니 네게 좋은 사람이라면 나를 놓치면 안 되잖니 내가 좋은 사람이라면 아픈 말들로 왜 상처만 줬니 그냥 좋은 사람이 아니라고 말하지 미안하다는 말로 왜 나를 떠나니 마지막까지 너는 날 아프게 하니 너에게 좋은 사람이라면 나를 놓치면 안 되잖니 네게 좋은 사람이라면 아픈 말들로 왜 날 떠나게 했니 좋은 사람이라는 말 참 감사한 말인데 너에게 그런 사람이란 게 정말 싫어 네게 좋은 사람이었다면 나를 붙잡아야 하는 거 아니니 네게 좋은 사람이라면 아픈 말들로 왜 상처만 줬니 너는 좋은 사람이라고 내게 말해 준 거 아니니 너를 잊을 수가 없도록 떠나는 내게 왜 미련을 줬니 마음에 맴도는 너의 마지막 인사 잘 지내 좋은 사람
229,구본웅 (Ku Bon Woong),우리를 비추네,가사준비중
230,하우어바웃유,같이 걷자 (Feat. 이하늘),내가 말했잖아요 힘들 거라고 다 어색하고 서투른 나라서 남들 다 하는 평범한 하루가 우리에게 소중한 걸 말을 하지 않아도 느낄 수 있어 함께 걸어온 수많은 날들에 세상에 다친 날 꼭 안아준 너에게 힘이 되고 싶어 눈물이 날 땐 우리 울고 살자 대신 행복할 땐 우리 더 크게 웃고 살자 고마워 참 고마워 내 하루에 너의 숨소리를 들려줘서 너무 힘들어서 눈물이 안 나오면 우리 서로를 따듯하게 감싸 안아 주자 괜찮아 다 괜찮아 같이 걷는 이 길이 어디든 행복하자 지친 하루의 끝에 쉴 수 있는 곳 서로의 하룰 보듬어 주는 일 꼭 가보고 싶은 하고 싶은 것들을 같이 하고 싶어 너무 힘들어서 눈물이 안 나오면 우리 서로를 따듯하게 감싸 안아 주자 괜찮아 다 괜찮아 같이 걷는 이 길이 어디든 행복하자 이 세상 가장 따듯한 계절은 너란 걸 마주 잡은 손 나 놓지 않을게 너무 행복해서 눈물도 잊고 살자 누가 뭐래도 우리 둘은 서로 안아 주자 사랑해 널 사랑해 걷고 있는 이 길이 어디든 같이 걷자
231,소망,호수,달빛 내려앉은 호수는 잔잔히 일렁이네 아아아아아 어둔 하늘에는 별들이 어둠이 무섭지 않게 빛을 비추네 아름다운 새벽하늘 쏟아 내리는 별빛에 깨어질듯한 마음은 사라지네 한 점 빛도 없는 어두운 하늘에 슬픔이 가득 고이네 어둔 하늘에는 별들이 슬픔을 위로하려 빛을 비추네 아름다운 새벽하늘 쏟아 내리는 별빛에 깨어질듯한 마음은 사라지네
232,김기정,편지,바람에 쓸려 흔들거리던 나의 꿈들 이제는 지나가버린 그 시간들 한없이 작아져 눈물 짓던 내 모습 보며 어린 날 다시 일으켜 세웠던 그 모습 바람들도 그래도 괜찮다 너 아름다웠다 더 흔들린데도 너를 사랑한다고 그래도 괜찮다 항상 너의 뒤에서 나 네 웃음과 눈물 모두 안아주게 지나온 시간 함께 한 추억들 날 살아가게 한 당신께 난 그래서 고맙다 참 아름다웠다 또 흔들린데도 난 또 할 수 있다고 그래서 고맙다 항상 그리운 당신께 웃으며 나는 당신을 사랑해
233,반광옥,잘 지내는 너에게,전보다 좋아 보여 나와 있을 때 보다 다행인 걸지도 몰라 우린 참 힘들었잖아 약속한 듯 만나면 다투고 걸핏하면 널 울리곤 했잖아 그런 거만 생각나 좋은 일도 많은데 잘 지내는 너에게 내가 아녀도 잘 살 너에게 괜한 걱정을 했나 봐 괜히 내가 아쉬워서 보고 싶은 건 나였으면서 아닌 척 지냈던 거야 잘 지내는 너에게 나 없이 잘 지내지 말라고 돌아와 줄 순 없냐고 그런 못난 생각을 하고 있어 잘 지내고 있을 너인데 그때는 몰랐나 봐 잠시 잊었었나 봐 얼마나 예쁜 너인지 너무 익숙했었나 봐 이제 와서 후회해 미안해 잘해주지 못해서 미안해 그런 거만 생각나 좋은 일도 많은데 잘 지내는 너에게 내가 아녀도 잘 살 너에게 괜한 걱정을 했나 봐 괜히 내가 아쉬워서 보고 싶은 건 나였으면서 아닌 척 지냈던 거야 아무 일도 없던 것처럼 널 부르면 니가 돌아올 것 같아 잘 지내는 너에게 내가 아녀도 잘 살 너에게 괜한 걱정이겠지만 기다리고 있을게 멀리 돌아와도 좋으니까 언젠간 다시 왔음 해 사랑했던 너에게 마지막으로 하고 싶은 말 여전히 사랑한다고 그런 못난 생각을 하고 있어 잘 지내고 있을 너인데
234,"WRKMS (워크맨쉽), Yonko (욘코)",RUN,설레임을 가득 품은 맘 으로 시작하는 걸음마 신발끈을 힘껏 조인 다음 숨을 내뱉고 난 뻗어 다리 뭐든 쉽다는건 거짓말 근데 안된다는건 더 거짓말 사실 누구나 다 겁이나 그냥 믿고 가는거지 알잖아 한 발 한 발 걷다보면 어느새 이만큼이나 걸었나 서두르지말고 앞을 봐 똑바로 내가 흘린 땀이 나를 시원하게 해 오늘 밤에 침대에 누워 눈 감을 때 값진 하룰 보낸게 너무 감사해 이러다 진짜로 꿈에 도착해 달려 like a marathon 아무리 숨이 가빠도 끝이 보이지 않아도 두 발은 계속 앞으로 그저 내 맘이 가는 곳 해가 질 때 까지 run 내일이 되면 아마도 어제와는 분명 다른 곳 아직 멀었어 겨우 반의 반 바퀴 밟아보지못한 곳이 너무 많이 하늘에서 내려보니 내 모습은 마치 밤하늘 별같지 한 마리 작은 나비 날아올라 저 뜬구름 위에 착지 별 거 없는 저 날갯짓 돌고 돌아 다시 내 눈 앞에 나타나 한 발 한 발 걷다보니 어느새 이만큼이나 걸었나 서두르지말고 앞을 봐 똑바로 내가 흘린 땀이 나를 시원하게 해 오늘 밤에 침대에 누워 눈 감을 때 값진 하룰 보낸게 너무 감사해 이러다 진짜로 꿈에 도착해 달려 like a marathon 아무리 숨이 가빠도 끝이 보이지 않아도 두 발은 계속 앞으로 그저 내 맘이 가는 곳 해가 뜰 때 까지 run 내일이 되면 아마도 어제와는 분명 다른 곳
235,케이플라워 (K. Flower),사랑이란 왜 이럴까 (feat. 모닝커피),사랑이란 왜 이럴까 내거라고 생각되면 어김없이 나를 두고 떠나가고 없잖아 언제까지 이래야해 매번 나만 아파하잖아 이별이 아프다 cause I love you cause I need you 어떡해야하니 사랑은 참 어려워 매번 이렇게 힘든 날 보며는 뭐가 잘못인지 알고 싶은 마음에 잠 못 들어 사랑이란 왜 이럴까 내거라고 생각되면 어김없이 나를 두고 떠나가고 없잖아 언제까지 이래야해 매번 나만 아파하잖아 이별이 아프다 cause I love you cause I need you 어떡해야하니 바람이 불어온다 머리 날리며 스쳐지나간다 너는 바람같아 스쳐가는 이 사랑 차가운 너 사랑이란 왜 이럴까 내거라고 생각되면 어김없이 나를 두고 떠나가고 없잖아 언제까지 이래야해 매번 나만 아파하잖아 이별이 아프다 cause I love you cause I need you 어떡해야하니 사랑이란 왜 이럴까 내거라고 생각되면 어김없이 나를 두고 떠나가고 없잖아 언제까지 이래야해 매번 나만 아파하잖아 이별이 아프다 cause I love you cause I need you 어떡해야하니
236,김수영,사랑하자,우리 조금 더 서로를 사랑하자 내가 아픈건 나밖에 모르잖아 생각보다 사람들은 그다지 나에게 관심이 없대 정말 아프지 하지만 진짜 그렇대 누구나 한번쯤 사랑받고 싶을 때 근데 그게 잘 안돼 내가 더 미워질 때 그냥 그렇게 사랑받고 싶을 때 아프지 말고 받지도 말고 충분히 예쁘니까 지금 이대로 같이 걸어가면 돼 그 누구보다 우리 조금 더 서로를 위해서 나를 좀 더 사랑하자 그냥 그렇게 서로를 사랑해주자 누구나 한번쯤 위로 받고 싶을 때 근데 그게 잘 안돼 내가 더 미워질 때 그냥 그렇게 사랑받고 싶을 때 아프지 말고 받지도 말고 충분히 예쁘니까 지금 이대로 같이 걸어가면 돼 그 누구보다 우리 조금 더 서로를 위해서 우리 좀 더 사랑하자 그냥 그렇게 서로를 사랑해주자
237,코다 브릿지,내가 널 어떻게,사랑한다 너밖에 없다고 내게 매일 속삭인 너인데 이제 네가 보이지 않아서 널 찾아 해메고 있어 내가 널 어떻게 잊을 수가 있을까 너의 입술을 또 눈빛을 또 그려본다 내가 준 상처들이 꽃잎 되어 내리면 바람이 나에게 데려와 주길 가끔 내가 버겁다 느껴질 때 니가 먼저 떠나길 바랬어 니가 없는 이 시간에 나도 사라지고 지워 져가 내가 널 어떻게 잊을 수가 있을까 너의 입술을 또 눈빛을 또 그려본다 내가 준 상처들이 꽃잎 되어 내리면 바람이 나에게 데려와 주길 언젠가 우연히 널 만나면 우리의 모든 시간 행복했다 말해주길 내가 널 어떻게 잊을 수가 있을까 너의 입술을 또 눈빛을 또 그려본다 내가 준 상처들이 꽃잎 되어 내리면 바람이 나에게 데려와 주길
238,공상,슬픔이여 안녕,기울어가는 늘 같은 하루가 전부 무의미하게 느껴질 때 어디로부터 와 어디서부터 나의 것인지 설명할 수 없는 마음 날 두드리는 아득한 목소리와 대책 없는 그리움 찾아올 때 먼지 쌓인 사진으로 추억하는 자리엔 왠지 모를 쓸쓸함만이 남아 아아 너무도 많은 것을 잃어버렸네 쌓여만 가는 위태로운 불안의 밤 어딘가 일그러진 나의 얼굴은 떠난 그림자 그늘을 더듬거리며 대답 없는 그대 미소와 마주할 수 없는 이 모든 마음을 담아 슬픔이여 안녕 아아 너무도 많은 것을 잃어버렸네 쌓여만 가는 위태로운 불안의 밤 어딘가 일그러진 나의 얼굴은 떠난 그림자 그늘을 더듬거리며 이 모든 것 삼켜낸 그대를 마주할 수 없는 이 모든 마음을 담아 슬픔이여 안녕
239,혜원,그 말이 어렵니,니가 들어온다 너의 눈을 본 순간 알았지 한 순간에 공기는 멈춰지고 내 머릿속은 다 온통 너로 가득 차 있던 날 그래 맞아 그 때 우린 여기까지란 그 말에 이유도 모르는 이별에게 저 멀리 가라고 오늘도 나는 널 이해한다 그 말이 어렵니 그 말이 어렵니 내가 미운거니 아님 싫어진거니 무슨 말이라도 좀 내게 해봐 그 말이 어렵니 그 말이 어렵니 난 아직까지도 그날의 널 담은 내 눈에서 널 흘려보내곤 해 니가 떠나가고 너와 닿을 수 있는 모든 곳 혹시나 너를 보게 될까봐 매일 난 널 찾아 이런 바보 같은 날 넌 아니 사랑했던 기억 좋았던 우리의 그 날을 이유도 모르는 사랑에게 아프지 말라고 오늘도 나는 널 기다린다 그 말이 어렵니 그 말이 어렵니 내가 미운거니 아님 싫어진거니 무슨 말이라도 좀 내게 해봐 그 말이 어렵니 그 말이 어렵니 난 아직까지도 그날의 널 담은 내 눈에서 널 흘려보내곤 해
240,김준희,밤을 향해,항상 사소한 것 하나하나 신경쓰여서 내 의지보다 주위의 시선이 우선시 된 지난 시간을 되돌아 봐요 내가 하고픈 게 무엇인지 한 번 고민해 본 적 있나요 어디선가 불어오는 바람에 이끌린 건 아닌가요 항상이란 건 없어요 누군가의 뒤에 숨지말아요 하나 둘 불이 꺼지고 밤이 오면 밝은 빛이 나는 그대라는 걸 믿어요 내가 하고픈 게 무엇인지 한 번 고민해본 적 있나요 어디선가 불어오는 바람에 이끌린 건 아닌가요 항상이란 건 없어요 누군가의 뒤에 숨지 말아요 하나 둘 불이 꺼지고 밤이 오면 밝은 빛이 나는 그대라는 걸 믿어요 밝은 빛이 나는 그대라는 걸 믿어요
241,Austen Cloud,혼자 걷는 아이,집엔 아무도 없어요 그래서 학원에 가죠 나 혼자 비틀비틀 걸어가서 꾸벅꾸벅 졸다오는 오늘 피곤한 하루 지나간다 저녁 노을 따라서 마음껏 달리고 싶어 하지만 엄마 아빠 해야할 일 나도 같이 바쁜 세상 무엇을 위해서 우린 살고 있나 공부 잘하는 것 보다 소중한 건 많은데 나중에 성공하고 돈도 많이 벌면 잃어버린 시간들을 다시 찾을 수 있을까 지금 이 순간을 포기하지 말아요 배울게 너무 많지만 난 아직 어리잖아요 지금은 줄넘기에 미끄럼틀 자전거에 그네 타며 친구들 사귀며 노는게 남는거죠 나중에 뭐가 될건지 벌써 정할 필욘 없죠 지금은 이것저것 들춰보고 여기저기 둘러보며 천천히 생각해도 괜찮아요 시험 잘 보는 것 보다 중요한 건 많은데 나중에 성공하고 돈도 많이 벌면 놓쳐버린 시간들을 다시 찾을 수 있을까 지금 이 순간을 포기하지 말아요 그대 힘겨운가요 우리 함께 있어요 사랑을 줄께요
242,naA,안개,아픔의 잔상을 따라선 이곳엔 도처에 슬픔이 묵묵히 깔려 있네 폐부를 깊숙이 찌르는 적막함 난 범람하는 너를 막을 수도 피할 수도 없네 안개 탓은 아니리라 다만 다만 이 짙은 안개 속에서 다만 다만 다만 너와는 상관없는 태양이 떠오르길 끝없는 안개에 갇혀 출구를 가늠 못하고 우두커니 날 보는 나무 곁에서 나도 그렇게 나무가 되네 표정 없는 나무가 되네 다만 다만 이 짙은 안개 속에서 다만 다만 다만 너와는 상관없는 태양이 떠오르길 꽃들을 집어삼킨 하얀 침묵 속에 천천히 널 잊는 건 안개 탓은 아니리라 난 다만 다만 날 짓누르는 이 안개 속에서 난 다만 다만 다만 너와는 상관없는 태양이 떠오르길 다만 다만 날 짓누르는 이 안개 속에서 난 다만 다만 다만 너와는 상관없는 태양이 떠오르길
